Interacao,Resumo
"de: para: tarefa: boa tarde, segue anexo aso demissional do colaborador. h danielly brito de araujo :s:",Foi enviada a solicitação para a demissão de um colaborador com aviso prévio trabalhado.
"boa tarde, o novo mapa não está abrindo, favor verificar. vide vídeo: mb prezado, boa tarde! solicitação direcionado ao setor de desenvolvimento para analise e tratativa, retornamos o contato em breve. fiz o teste no meu login e abriu normalmente, mas precisa ver se não e questão de login também. boa tarde. o problema foi solucionado como hotfix hoje mais cedo.","Foi reportado um problema com o novo mapa, que não está abrindo."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: loise fernanda rocha cruzeiro peço que também seja excluido acesso em demais sistemas da empresa. prezada o boa tarde! colaboradora desativada do sistema do point service.,"A solicitação foi feita para a exclusão do usuário no sistema Point Service, com o pedido também de cancelamento do acesso a outros sistemas da empresa."
"bom dia, venho por meio deste relatar problema que tem acontecido ao tentar sincronizar as preventivas do hospital de araguaína, hemocentro, ambulatório, lacen, casa de apoio, reabilito, unacon, residência, complexo regulador, caps e hospital de arapoema. as preventivas não estão sincronizando o que atrasa todo fluxo de execução e aprovação das mesmas. resultando retrabalhos e transtornos devido a data de fechamento das preventivas. peço que tal problema seja resolvido, para darmos continuidade nas demandas. em anexo, vídeos que relatam o ocorrido. mb mb mb prezadas os boa tarde! recebemos uma mensagem na sexta-feira, dia informando que as ordens de serviço não estavam sincronizando corretamente, apresentando erros. a situação foi encaminhada ao setor de desenvolvimento, que identificou e corrigiu o problema. estávamos apenas aguardando a liberação da google para atualizar a versão na play store. felizmente, a versão corrigida foi publicada hoje, recentemente. a orientação agora que o aplicativo seja atualizado. após a atualização, os colaboradores poderão sincronizar novamente sem problemas. porém, como os colaboradores não têm acesso play store, o pedro fará a atualização remotamente. assim que a atualização for concluída com sucesso, os colaboradores poderão realizar a sincronização sem dificuldades. estamos acompanhando a situação com o pedro vieira e mantendo todos informados sobre o andamento. caso tenham qualquer dúvida ou precisem de mais informações, estamos disposição. boa tarde, identificamos o problema e publicamos a solução nas lojas de aplicativo hoje mais cedo.","O problema relatado refere-se à falha na sincronização das preventivas de diversas unidades, incluindo Hospital de Araguaína, Hemocentro, Ambulatório, Lacen, entre outros, o que está afetando o fluxo de execução e aprovação, resultando em retrabalho e transtornos devido ao fechamento das preventivas."
"Bom dia, Devido ao bug no sistema da POINT SERVICE do dia 17.01.2025 , na unidade de Gurupi estamos com preventivas que não sincronização. As mesmas estavam sendo realizadas quando ocorreu o problema, solicito orientação como devo solucionar o problema, devido o ocorrido nossa unidade provavelmente não conseguirá cumprir a meta prejudicando o planejamento e a medição do mês. Em anexo segue imagens de como ficaram as preventivas já realizadas e não sincronizadas. Atenciosamente","Bug no sistema Point Service em 17.01.2025, na unidade de Gurupi, impediu a sincronização das preventivas realizadas."
"bom dia, foram identificadas divergências entre o cadastro de cpf dos usuários abaixo no p.service, foram validados junto ao administrativo da localidade. solicito a correção dos dados. anthony jose perez romero ajudante de manutenção c d f c francisco marques da silva c d f a franklin jose acosta blanco pedreiro c d f b joelson trajanos luz gesseiro c d eea johnson hipolyto carvalho de oliveira eletricista c ab jorge elias medina sierra c b valmir araujo da silva eletricista c d fbc vanessa do nascimento auxiliar de serviços gerais c d fec yancarlos jose patete ramos pedreiro c d fa prezado, boa tarde! foi identificado erro em dois cadastro somente, onde foi corrigido, dados estão conforme enviou na solicitação. duvidas estamos a disposição,",Foram identificadas divergências no cadastro de CPF dos usuários mencionados no P.Service. Os dados foram validados com o administrativo local.
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: peço que também seja excluido acesso em demais sistemas da empresa. prezada o boa tarde! colaborador desativado do sistema do point service.,Solicitação de exclusão de usuário no sistema Point Service. O nome do colaborador a ser excluído não foi informado. Também deve ser removido o acesso em outros sistemas da empresa.
"bom dia, venho relatar que desde sexta feira o aplicativo do point service não sincroniza preventivas. estou em contato no suporte pelo whatsapp desde a data, mas ainda aguardando solução. reitero a importância da resolução, uma vez que esse erro impacta fundamentalmente na execução das atividades, e resulta no atraso da entrega das preventivas em tempo hábil. att, prezada o bom dia! o setor já fez a tratativa só aguardamos a publicação da correção, foi solicitado prioridade nisso para corrigir a sincronização, ressalto que a execução das os podem ser feito normalmente isso não vai interferir, e quando corrigir a sincronização tudo será sincronizado. boa tarde, identificamos o problema e publicamos a solução nas lojas de aplicativo hoje mais cedo.","Foi relatado que desde sexta-feira, dia 18, o aplicativo Point Service não está sincronizando as preventivas. O usuário está em contato com o suporte via WhatsApp desde a data mencionada, mas ainda aguarda uma solução."
"boa tarde, solicito a inativação dos colaboradores abaixo, eles foram desligados. prezada, boa tarde! desculpa a demora no retorno, colaboradores desativados do sistema do point service.","Foi solicitada a inativação dos colaboradores, pois foram desligados."
"bom dia, solicito por gentileza o cadastro dos colaboradores em anexo. kb prezada, bom dia! iniciando a tratativa, assim que finalizar retorno o contato. a permissão será de monitoramento para todos? bom dia, sim todas as permissões: monitoramento prezada, boa tarde! desculpa a demora no retorno, atualizado os cadastrados e permissões.",Solicitação de cadastro de colaboradores.
"solicito criação de contas no point service, bem como aceso às obras do contrato emater segue relação: equipe administrativa colaboradores emater função: gestor de contrato nome: ricardo pádua filho cpf: telefone: função: fiscal de contrato nome: vinícius rodrigues ferreira cpf: telefone: nome:rafael magalhães de gouveia cpf: telefone: nome: robson lopes ribeiro frança cpf: telefone: falta o envio do e-mail com a senha prezado, bom dia! cadastro feito e enviado a senha de acesso aos colaboradores individualmente, vale ressaltar que ainda não cadastrada todas as unidades no sistema, mas assim que finalizadas será vinculado no cadastro deles.","Foi solicitada a criação de contas no Point Service e o acesso às obras do contrato EMATER para os colaboradore, com suas respectivas funções e dados."
"solicito criação de contas no point service, bem como aceso às obras do contrato emater segue relação: equipe administrativa colaboradores emater função: gestor de contrato nome: ricardo pádua filho cpf: telefone: função: fiscal de contrato nome: vinícius rodrigues ferreira cpf: telefone: nome:rafael magalhães de gouveia cpf: telefone: nome: robson lopes ribeiro frança cpf: telefone: prezado, boa tarde! chamado será tratado no sus veio duplicado.",Foi solicitada a criação de contas no Point Service e o acesso às obras do contrato EMATER
"Bom dia Identificamos mais um bug no Point Service, segue vídeos. Caso haja qualquer dúvida ou necessidade de mais informações, estou à disposição. <PERSON> retorno Atenciosamente,","Foi identificado um novo bug no Point Service, e vídeos demonstrando o problema foram enviados."
"bom dia! identificamos mais um bug no point service, segue vídeos. caso haja qualquer dúvida ou necessidade de mais informações, estou disposição. aguardo retorno! mb mb mb prezada o bom dia! solicitação recebida, direcionei ao setor de desenvolvimento onde já estão verificando o que está ocorrendo, em breve retornamos o contato. solicitado prioridade na analise e correção. laryssa marinho reacted to your message: bom dia, laryssa. identificamos o problema e já estamos trabalhando nisso. houve uma atualização na maneira como as imagens são salvas na microsoft e vamos precisar adequar o sistema para ficar de acordo com essas mudanças. te mantenho informada. boa tarde, laryssa. peço desculpas pela demora. corrigimos o problema desde ontem, porém a publicação demorou um pouco mais por conta de verificações de segurança realizadas pelas lojas de aplicativos. a solução já está disponível. boa tarde, antônio estarei verificando e testando, obrigada!",Solicitação para a criação de contas no Point Service e acesso às obras do contrato EMATER para a equipe operacional da Engenharia Porto. As funções e dados dos colaboradores foram fornecidos para os cargos de engenheiro operacional e encarregado de obras.
"bom dia, solicito criação de novo contrato no sistema. nome emater goiás descrição prestação de serviços com manutenções prediais preventivas e corretivas, de adequação, adaptação, reparação ou revitalização de infraestruturas e bens imóveis, com fornecimento de peças, equipamentos, materiais, mão de obra e sistema de gerenciamento de serviços. contrato n emater data de início: data de fim: em anexo, envio ainda relação de unidades e regiões para cadastro conforme processo licitatório. kb chamado sendo tratado em outra solicitação","Solicita-se a criação do contrato ""EMATER GOIÁS"" no sistema, com início em 03/10/2024 e término em 03/10/2026, referente à prestação de serviços de manutenção predial preventiva e corretiva. Em anexo, segue a relação de unidades e regiões para cadastro conforme o processo licitatório."
"boa tarde, solicito criação de contas no point service, bem como aceso às obras do contrato emater segue relação: equipe operacional engenharia porto função: engenheiro operacional nome: pedro gabriel leão guimarães cpf: telefone: função: engenheiro operacional nome: priscila tallyta reis goulart cpf: telefone: função: encarregado de obras nome: lindomar antonio ribeiro filho cpf: chamado duplicado e resolvido",Solicita-se a criação de contas no Point Service e o acesso às obras do contrato EMATER para os membros da equipe operacional - Engenharia Porto
"bom dia, solicito criação de novo contrato no sistema. nome emater goiás descrição prestação de serviços com manutenções prediais preventivas e corretivas, de adequação, adaptação, reparação ou revitalização de infraestruturas e bens imóveis, com fornecimento de peças, equipamentos, materiais, mão de obra e sistema de gerenciamento de serviços. contrato n emater data de início: data de fim: em anexo, envio ainda relação de unidades e regiões para cadastro conforme processo licitatório. kb prezado, boa tarde! solicitação enviada ao setor responsável pelo cadastro, retornamos o contato em breve. unidades foram cadastradas no dia só foram adicionadas, por enquanto, as unidades as quais a porto está atuando ou com previsão de atuação. as demais serão adicionadas, conforme a porto for solicitando os cadastros. a apresentação do sistema point service, foi realizada hoje pela manhã às da manhã na sede da emater, com o ricardo, o vinicius e mais alguns colaboradores da emater e da porto. segue a lista de presença:","Solicita-se a criação do contrato EMATER GOIÁS no sistema, referente à prestação de serviços de manutenções prediais, com início em 03/10/2024 e término em 03/10/2026."
"boa tarde, inativa por favor os colaboradores abaixo, os mesmos foram deligados da empresa. aleks araujo moraes matheus pinto prezada, bom dia! colaboradores desativados do sistema do point service.","Foi solicitada a inativação dos colaboradores Aleks Araujo Moraes e Matheus Pinto, pois ambos foram desligados da empresa."
"boa tarde! identificamos mais um bug no point service, está acontecendo o seguinte: feito todo o processo para vincular os, mas não vincula, solicito que seja corrigido, por gentileza. caso haja qualquer dúvida ou necessidade de mais informações, estou disposição. aguardo retorno! prezada o boa tarde! solicitação recebida, direcionado ao setor de desenvolvimento para analise e tratativa. retornamos o contato mais breve possível. está geral, ela da mensagem de salvo, mas quando consulta não foi feito o vinculo. boa tarde, repassado para o time de desenvolvimento investigar. te aviso assim que possível. laryssa marinho reacted to your message: boa tarde, pode me mandar de exemplo uma os e ss que você tentou vincular e não completou o processo? precisamos para realizar os testes. segue o numero da solicitação e os ss os olá boa tarde antônio! ss os corrigindo número ss ss boa tarde, laryssa. nós tivemos alguns problemas em reproduzir o cenário que foi passado, mas sobre a os em específico que você me passou, nós notamos que já existe uma solicitação de serviço com o vínculo ela. pelo que pudemos apurar, esta os foi vinculada ss desde o dia de janeiro. vamos ficar de olho para tentar entender o que aconteceu para que você fosse permitida de tentar vincular uma os, mas nos testes realizados ontem e hoje, nós recebemos apenas a mensagem de erro típica de oss já vinculadas. no momento o pointservice não permite vínculo múltiplo, mas isso será trabalhado para o futuro.","Foi identificado um bug no Point Service, onde, apesar de todo o processo ser feito para vincular os itens, eles não estão sendo vinculados."
"de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: marcio raniery ribeiro da silva peço que também seja excluido acesso em demais sistemas da empresa. prezada o boa tarde! colaborador desativado do sistema do point service. boa tarde, qual o nome do colaborador, não tenho acesso. oii boa tarde! o nome do colaborador e marcio raniery ribeiro da silva.",Solicitação de exclusão de um usuário no sistema Point Service devido à demissão. Foi solicitado também o cancelamento de acesso em outros sistemas da empresa.
"bom dia, solicito criação de conta no point service, bem como aceso às obras do contrato da saúde da prefeitura de goiânia. equipe administrativa lançamento das ordens preventivas nome: ana beatriz nunes cardoso cpf: telefone: email: chamado duplicado","Solicitação para a criação de uma conta no Point Service, com acesso às obras do contrato da saúde da Prefeitura de Goiânia."
"bom dia, solicito criação de conta no point service, bem como aceso às obras do contrato da saúde da prefeitura de goiânia. equipe administrativa lançamento das ordens preventivas nome: ana beatriz nunes cardoso cpf: telefone: email: fazendo o cadastro prezado, boa tarde! desculpa a demora. conforme conversamos no whastapp o cadastro foi feito e as unidades de saúde goiânia vinculada.",Solicitação para a criação de conta no Point Service com acesso às obras do contrato da saúde da Prefeitura de Goiânia.
"bom dia, tentei utilizar esse filtro para pesquisar os usuários que apareceram na última hora no hospital geral de palmas, mas o filtro pesquisou pessoas de outras unidades também. poderiam verificar por gentileza. prezada o bom dia! solicitação recebida, direcionado ao setor de desenvolvimento para analise e tratativa. retornamos o contato em breve. boa tarde, foi repassado para o time de desenvolvimento. te atualizo assim que possível. boa tarde, thaylla. terminamos de identificar sua solicitação. no momento o filtro de usuário acontece com base no vínculo entre usuário e unidade. se um usuário está associado uma entidade, ele irá aparecer como resultado do filtro que enviou, mas entendo que isso possa ser confuso e impacte na experiência dos usuários. vamos iniciar uma análise para decidir como levar adiante esta solicitação.",Relato de problema no uso de filtro para pesquisar usuários no Hospital Geral de Palmas.
"bom dia, cadastra por gentileza o usuário abaixo no sistema point service. nome: edmundo barroso de souza cpf: matricula: telefone: unidade: hospital geral de palmas permissão: monitoramento prezada, bom dia! colaborador cadastro no sistema do point service.",Solicitação para cadastro de usuário no sistema Point Service.
"bom dia, pessoal, tudo bem? favor cadastrar os usuários indicados no anexo do e-mail. e encaminhar o chamado para mim informando a necessidade do treinamento. estou encaminhando a solicitação para o e-mail sempre que surgirem solicitações de cadastro de usuário e treinamento, podem enviar a solicitação para o e-mail do atendimento service desk que responsável pelos cadastros, e também porque o controle fica registrado nos chamados, e assim mantemos o histórico. já estamos dando andamento neste chamado. kb prezados, bom dia! leonardo, feito o cadastro dos colaboradores no sistema do point service e vinculado a permissão de fiscal, pode dar andamento ao atendimento. obs: ainda não enviei o e-mail da senha pois o e-mail são iguais, lembrando que o ps não aceita mais cadastro com e-mails iguais. obrigado jamais esquecerei! s bom dia, pessoal! entrei em contato com o dhiego e a thaíse. os cadastros deles no point service, foram realizados. a data agendada com eles foi o dia às horário de brasília. foi a única data de disponibilidade do cliente. fico disposição em caso de dúvidas. ciente de: leonardo josé do nascimento enviada em: quarta-feira, de janeiro de para: andré rocha dos santos assunto: sus- fw: servidores para cadastro e realização do treinamento no sistema point service. aguardando a realização do treinamento, agendado para às treinamento reagendado para hoje às bom dia, em atendimento ao ofício n sesau cga de, foi realizado o treinamento aos colaboradores diegho gomes cabral de macedo e thaíse rodrigues de lima, nas datas dos dias e de janeiro de abaixo segue os links com as gravações dos treinamentos, que permitirão a recapitulação do foi apresentado. vale lembrar que ambos já possuem acesso ao sistema, e já podem visualizar as informações no point service. em anexo, segue a cartilha que pode ser usada para consulta durante o uso do sistema, e que contém vídeos explicativos das funcionalidades. gravação do treinamento parte gravação do treinamento parte para suporte técnico do sistema, temos os seguintes canais de comunicação: whats app e-mail em caso de dúvidas, fico disposição. treinamento realizado.",A solicitação é para cadastrar os usuários indicados no anexo do e-mail no sistema Point Service e encaminhar o chamado informando a necessidade de treinamento. Foi solicitado que o e-mail de Atendimento (Service Desk) seja utilizado para registros e controle de solicitações de cadastro e treinamento. A solicitação também menciona que já está sendo dado andamento ao chamado e pede que duas opções de data para o treinamento sejam determinadas.
"bom dia não estou conseguindo cadastra cracha no sistema, apresenta erro. prezados, bom dia! foi identificado que o sistema está apresentando erro ao fazer a consulta geral e não mostra a listagem dos crachás, independente do login de acesso, o cadastro de um novo faz sem problemas mas a consulta não. direcionei a setor de desenvolvimento para analise e tratativa, retornamos o contato assim em breve e atualização da correção logo. erro geral bom dia, leonardo. subimos a correção na publicação do último dia bom dia, leonardo. subimos a correção na publicação do último dia",Relato de bug no cadastro do cracha no sistema.
"bom dia! a todos referente as o.s.s e do hr-guaraí segue no sistema, com valor alterado fiz a verifiquei das mesmas por três vezes itens por itens e não encontrei, nenhum erro. gerando valores alterados como segue abaixo: os adequações eletricas para instalação do novo raio-x valor os: r valor no sistema: r valor diferença: os manutenção corretiva, mês de junho, julho e agosto valor os: r valor no sistema: r valor diferença: prezada o boa tarde! solicitação recebida, direcionado ao setor de desenvolvimento para analise e tratativa. valdelice rodrigues reacted to your message: bom dia, peço desculpas pela demora. gostaria que me enviasse a planilha referente estas oss para que eu possa verificar item item. grato desde já segue as planilhas do valores das os s, a val me passou via zap","O usuário relatou diferenças de valores nas OSS 30/2024 e 31/2024 do HR-Guaraí. Após verificar os itens, ele encontrou discrepâncias nos valores, sendo que a ordem 30 teve uma diferença de R$ 15,66 e a 31 de R$ 18.600,38. Solicita análise do problema."
"solicito, por gentileza, a criação de um login de acesso no sistema point service para a gestora do laboratório central de saúde pública do tocantins lacen-to seguem os dados necessários para o cadastro: nome completo: andreia maria santos dos santos cpf: telefone: unidade: lacen-to reforçamos que o login e a senha gerados devem ser enviados exclusivamente para o e-mail informado acima, garantindo a segurança das informações. agradeço desde já pelo suporte e estou disposição para quaisquer dúvidas. prezada, bom dia! feito o cadastro da colaboradora no sistema do point service, enviado ao e-mail dela o link e dados de acesso ao sistema.",Foi solicitada a criação de um login no sistema Point Service para a gestora do Laboratório Central de Saúde Pública do Tocantins (LACEN-TO). Foram fornecidos os dados necessários para o cadastro e reforçado que o login e a senha devem ser enviados exclusivamente ao e-mail informado.
"de: para: tarefa: olá segue aso do novo colaborador bruno martins barbosa h ingred alves da mata rocha anexos :s: prezada o bom dia! foi criado o cadastro do colaborador no sistema do point service, mas como monitoramento.","Foi realizada uma solicitação de admissão para o colaborador Bruno Martins, com envio de documentos."
de: para: tarefa: olá solicito exclusão de usuário no sistema point service rafael pablo fernandes nome: também que seja cancelado e-mail corporativo e acesso a demais sistemas da empresa. prezada o boa tarde! colaborador desativado do sistema do point service.,Solicitação para a exclusão do usuário s no sistema Point Service.
"boa tarde, solicito a atualização das permissões do engenheiro humberto souza usuário humberto.souza de gerência para administrativo porto construtora com as mesmas permissões dos demais engenheiros. aguardo a confirmação da atualização. ciente. prezada o bom dia! foi feita alteração da permissão do perfil do sr humberto, conforme solicitado, caso tiver logado e só atualizar a página. dúvidas estamos a disposição,","Solicitação para atualizar as permissões do engenheiro Humberto Souza (usuário humberto.souza) de ""gerência"" para ""administrativo Porto Construtora"", com as mesmas permissões dos demais engenheiros."
"identificado que os equipamentos estão offline enviado mensagem para ingrid e lurdes para verificar o que ocorre, o encarregado informou que energia ok, mas não identificou problema na internet conforme informação do eng responsável hoje kleyton, estão sem internet e o ti está verificando. verificado que a internet estabilizou no local e todos os equipamentos no momento estão online",Identificado que os equipamentos estão offline
"identificado que a antena está fora faz dias tentei contato com adm local ingred, me passou o contato do encarregado marcos, o mesmo de inicio viu as mensagens e até momento não deu retorno, a engenheira mara também não retorno. o encarregado marcos está fazendo testes a antena foi ligado em outro ponto e voltou a funcionar, em contato com o plantonista italo, o mesmo vai refazer o crimpagem do conector rj refeito o conector rj e o problema persiste, foi diagnosticado que o problema está no cabo. em contato com o com o plantonista italo vai ser passado um novo cabo na quarta-feira em contato com o plantonista italo a troca do cabo com a crimpagem foi realizada com sucesso. antena operacional no local de origem.",Identificado que a antena está fora faz 4 dias
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: jonas damazio lima peço que também seja excluido acesso em demais sistemas da empresa. prezada o boa tarde! desativado do sistema do point service o colaborador.,"Solicitação para exclusão do usuário no sistema Point Service, incluindo a revogação de acesso em outros sistemas da empresa, devido ao término de contrato."
de: para: tarefa: olá segue termo de devolução de crachá do colaborador jonas damazio lima chamado notificando sobre o crachá,Solicitação de exclusão de acesso ao sistema Point Service e outros sistemas da empresa devido à demissão do colaborador.
"bom dia, gostaria de solicitar o seguinte cadastro, para o auxiliar de engenharia, nome: leandro martins da silva cpf: função: administrativo porto construtora atribuições: lançamento e acompanhamento de preventivas unidades: todas as unidades do norte prezada, bom dia! cadastro criado, já informado a senha de acesso e resolvido no chamado sus","Solicitação de cadastro no sistema Point Service para o cargo de Auxiliar de Engenharia, com atribuições de lançamento e acompanhamento de preventivas."
"Boa tarde, A consulta de crachás, ou melhor, dispositivos não está apresentando nenhum registro, e aparentemente está bem lenta. Mesmo tentando filtrar por um crachá, não está apresentando nenhum registro. thumbnail Atenciosamente,","Foi reportado que a consulta de crachás (ou dispositivos) não está apresentando registros e está com lentidão, mesmo ao tentar filtrar por um crachá específico."
"boa tarde, a consulta de crachás, ou melhor, dispositivos não está apresentando nenhum registro, e aparentemente está bem lenta. mesmo tentando filtrar por um crachá não está apresentando nenhum registro. prezados, bom dia! solicitação recebida, direcionado ao setor de desenvolvimento para analise e tratativa. em breve retornamos o contato. bom dia, leonardo. subimos a correção na publicação do último dia","Foi reportado que o registro de localização dos colaboradores via smartphone não está funcionando corretamente. Ao testar, não foi possível registrar a localização, nem pelo GPS nem pelas microcontroladoras do ambiente, embora as microcontroladoras estejam registrando os crachás no mesmo local."
"Demissão de Colaborador - Indenizado/Término de Contrato Olá Solicito a exclusão do seguinte usuário no sistema Point Service. Nome: JOÃO VICTOR PIMENTA BARBOSA Peço que também seja excluido acesso em demais sistemas da empresa. Atenciosamente, de <PERSON> *1 anexo* Pedido de Demissão João Victor Pimenta","Solicitação de exclusão do usuário no sistema Point Service, com a solicitação também para a remoção de seu acesso em outros sistemas da empresa."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: leomar jose torrealba gil peço que também seja excluido acesso em demais sistemas da empresa. prezada o bom dia! colaborador desativado no sistema do point service.,"Solicitação de exclusão do usuário no sistema Point Service, com a remoção também de seu acesso em outros sistemas da empresa."
de: para: tarefa: olá solicito exclusão de usuário no sistema point service nome: andre luiz santos lima também que seja cancelado e-mail corporativo e acesso a demais sistemas da empresa. prezada o bom dia! colaborador desativado no sistema do point service.,"Solicitação para a exclusão do usuário no Sistema Point Service, com o cancelamento de seu e-mail corporativo e acesso a outros sistemas da empresa."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: francisco das chagas dos santos peço que também seja excluido acesso em demais sistemas da empresa. prezado a bom dia! colaborador não possui cadastro no sistema do point service.,"Solicitação para a exclusão do usuário francisco das chagas dos santos no sistema Point Service, com o cancelamento de seu acesso em outros sistemas da empresa."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: messias luiz alves peço que também seja excluído acesso em demais sistemas da empresa. prezada o bom dia! colaborador desativado do sistema do point service. enviado o e-mail ao cliente,"Solicita-se a exclusão de um usuário no sistema Point Service, com a remoção de acesso também em outros sistemas da empresa."
"bom dia, solicito o cancelamento de preventivas lançadas erradas. motivo: lançamento errado. segue filtro. prezadas, bom dia! conforme conversamos anteriormente por mensagem, as ordens já foram canceladas.",Solicita-se o cancelamento de 288 preventivas lançadas incorretamente.
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: jhelry matheus rodrigues de araujo peço que também seja excluido acesso em demais sistemas da empresa. prezada o boa tarde! colaborado não possui cadastro no sistema do point service.,"Solicita-se a exclusão do usuário no sistema Point Service, bem como o cancelamento de acesso a outros sistemas da empresa."
"solicito por gentileza o cancelamento das ordens abaixo. motivo: duplicidade unidade: hospital regional de alvorada prezadas, boa tarde! ordens de serviços canceladas.","Solicita-se o cancelamento das ordens devido à duplicidade, referente à unidade Hospital Regional de Alvorada."
"boa tarde, solicito criação de conta no point service, bem como aceso às obras do contrato da saúde da prefeitura de goiânia. equipe administrativa lançamento das ordens preventivas nome: isabele santos curvina cpf: telefone: email: nome: emilly da silva dos santos cpf: telefone: email: nome: juliana brito de melo pereira cpf: telefone: email: o colaborador deverá ter acesso às permissões de criação de ordens preventivas. prezado, bom dia! o cadastro das colaboradoras foram criados no sistema do point service, vinculado a permissão de adm para lançamento de os, mas ficou uma questão no perfis tem somente a unidade da prefeitura de goiania, elas vai ter acesso a todas as unidades do estado ou será dividido? fico no aguardo, enviado o e-mail ao cliente bom dia, todas as unidades do contrato da prefeitura de goiânia saúde goiânia prezado, boa tarde! obrigada pelo retorno. vinculado todas as unidades nos perfis das colaboradoras, abaixo segue os dados de acesso ao sistema. nome: isabele santos curvina cpf: senha: nome: emilly da silva dos santos cpf: senha: nome: juliana brito de melo pereira cpf: senha: dúvidas estamos a disposição, bom dia, copiando as mesmas permissões dos usuários solicitados inicialmente solicito cadastro de perfil para os seguintes colaboradores: equipe administrativa lançamento das ordens preventivas nome: lucas henrique barbosa de araujo cpf: telefone: email: nome: ana rosa alves sousa cpf: telefone: email: bom dia, copiando as mesmas permissões dos usuários solicitados inicialmente solicito cadastro de perfil para os seguintes colaboradores: equipe administrativa lançamento das ordens preventivas nome: lucas henrique barbosa de araujo cpf: telefone: email: nome: ana rosa alves sousa cpf: telefone: email: prezado, boa tarde! peço a gentileza que nas próximas solicitações enviar um novo e-mail, mesmo que seja mesma procedimento o sistema criar os chamados para controle e registro. mas respondendo a solicitação, foi cadastro os dois colaboradores, abaixo segue os dados de acesso, no caso da ana falta algumas unidades mas já tem acesso a maioria. nome: lucas henrique barbosa de araujo cpf: senha: nome: ana rosa alves sousa cpf: senha:",Solicita-se a criação de contas no Point Service e acesso às obras do contrato da saúde da Prefeitura de Goiânia para os colaboradores listados.
"bom dia, solicito por gentileza o cancelamento da ordem motivo: formulário errado unidade: hospital regional gurupi de: tania oliveira silva enviado: sexta-feira, de dezembro de para: thaylla paiva assunto: cancelamento bom dia, thayla por gentileza cancela para mim motivo formulário errado prezada, bom dia! ordem já tinha sido cancelada, só formalizando o e-mail.","Solicita-se o cancelamento da ordem 1221476/2024, devido ao erro no formulário, referente à unidade HOSPITAL REGIONAL GURUPI."
"solicito por gentileza o cancelamento das ordens abaixo, após uma instabilidade no sistema as ordens duplicaram. unidade: hospital regional de arapoema predial preventiva: interfones e fechaduras elétricas: hidossanitário: interfones e fechaduras elétricas: prezada, boa tarde! ordens de serviços canceladas.","Solicita-se o cancelamento das ordens listadas, que foram duplicadas devido a uma instabilidade no sistema. As ordens envolvem as unidades do HOSPITAL REGIONAL DE ARAPOEMA"
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: aline raysa mamedio bizarrias da silva peço que também seja excluido acesso em demais sistemas da empresa. prezada o boa tarde! colaboradora não possui cadastro no sistema do point service.,"Solicita-se a exclusão do usuário no sistema Point Service, bem como o cancelamento de seu acesso em demais sistemas da empresa."
"boa tarde, cadastra por favor o novo funcionário ediones de jesus nunes cpf: função: ajudante de manutenção, kb prezadas, boa tarde! colaborador cadastro no sistema do point service, por gentileza informar os dados de acesso ao aplicativo ao mesmo. login: cpf senha: obg",Solicitação de cadastro de funcionário
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: jalison martins dos s. batista peço que também seja excluido acesso em demais sistemas da empresa. prezada o bom dia! colaborador desativado do sistema do point service.,"Solicita-se a exclusão do usuário no sistema Point Service, conforme a carta de desligamento."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: reydson souza silva miranda peço que também seja excluido acesso em demais sistemas da empresa. chamado já atendido,"Solicita-se a exclusão do usuário no sistema Point Service, bem como o cancelamento de seu acesso em outros sistemas da empresa."
de: para: tarefa: olá segue termo de devolução de crachá do colaborador reydson souza silma miranda prezada o boa tarde! colaborador desativado do sistema e desvinculado o crachá dele.,"Solicita-se a devolução do crachá do colaborador, com o termo de devolução anexado."
"identificado que os equipamentos consta offline conforme a adm local gilmaria foi identificado problema de energia no local, uma equipe está verificando o que ocorre para corrigir. identificado que a energia voltou ao local, de acordo com a gilmaria os cabos foram furtados novamente, arrumaram agora.",Identificado que os equipamentos consta offline
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: igor da conceicao cirino peço que também seja excluido acesso em demais sistemas da empresa. prezada o bom dia! colaborador desativado do sistema do point service.,"Solicita-se a devolução do crachá do colaborador, com o termo de devolução anexado."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: francisco alexander torres ledezma peço que também seja excluido acesso em demais sistemas da empresa. prezada o bom dia! colaborador desativado do sistema do point service.,Solicita-se a exclusão do colaborador do sistema Point Service e dos demais sistemas da empresa.
